OBJECTID,GEOID,County,City,TotalPop,LowInc_PEC,POC_PEC,VulAge_PEC,PWD_PEC,LEP_PEC,LVTA_PEC,HHCostB_PEC,NoHS_PEC,SinParHH_PEC,OthPriorityPops,YEAR,GlobalID,created_user,created_date,last_edited_user,last_edited_date
1634,06037239310,Los Angeles,Los Angeles,4234,1,1,1,0,1,0,1,1,1,5,2023,{40BDBC2F-D79F-4BDC-AEA7-98D8D01737CE},,,,
1635,06037532800,Los Angeles,Unincorporated,4448,1,1,1,0,1,0,1,1,0,4,2023,{0C8DECD6-D746-45B2-B577-EE926A01DD64},,,,
1636,06037232401,Los Angeles,Los Angeles,3673,1,1,0,1,1,0,1,1,1,5,2023,{8F407ACC-91C9-4D89-9135-E8AC8B54E889},,,,
1637,06037231902,Los Angeles,Los Angeles,3097,1,1,1,0,1,0,1,1,1,5,2023,{A674F91A-146E-47D9-A5E3-0800010841ED},,,,
1638,06037234302,Los Angeles,Los Angeles,2181,1,1,1,1,0,0,1,0,0,3,2023,{77243AD0-FF5A-4111-85FD-E916C58D2CD3},,,,
1639,06037236101,Los Angeles,Los Angeles,2722,1,1,1,1,1,0,1,0,0,4,2023,{3B19CFF5-2ABA-4A1E-9A89-BF423E82E60A},,,,
1640,06037234002,Los Angeles,Los Angeles,3093,1,1,1,1,1,0,1,1,1,6,2023,{F625ED2D-A781-4F6E-A3C5-A0669B9A448A},,,,
1641,06037236206,Los Angeles,Los Angeles,2696,1,1,1,1,0,0,1,0,1,4,2023,{D34DD950-0BF3-43B4-A923-E556FAF18B37},,,,
1642,06065040202,Riverside,Jurupa Valley,2878,1,1,1,1,0,1,1,1,0,5,2023,{E0703B8A-C4C2-490F-B92B-82ECC6BA2DF8},,,,
1643,06065043505,Riverside,Hemet,3363,1,0,1,1,0,1,1,1,0,5,2023,{4BFB6F18-2A93-4518-9C0F-64C0D24D059C},,,,
1644,06065044403,Riverside,Unincorporated,3924,1,0,1,1,0,0,1,1,0,4,2023,{137E98C2-4EE7-4CBF-AE8E-0E7C2B7FA3DD},,,,
1645,06065040203,Riverside,Jurupa Valley,3411,1,1,1,1,0,1,1,1,1,6,2023,{54F03153-ABAD-49AE-960F-66988EA741A1},,,,
1646,06065040204,Riverside,Jurupa Valley,3526,1,1,1,0,1,1,1,1,1,6,2023,{F061E283-0535-47D6-B554-C6D8B8DC045F},,,,
1647,06065040303,Riverside,Jurupa Valley,3331,1,1,0,0,1,0,0,1,0,2,2023,{F936EBEA-57A7-4B2F-9D07-BCB6E923FBEE},,,,
1648,06065040402,Riverside,Jurupa Valley,4685,1,1,1,0,1,0,0,1,1,4,2023,{BA8C0A35-F659-4CE4-B974-A2A3B4538539},,,,
1649,06111003011,Ventura,Oxnard,6671,1,1,1,1,1,1,1,1,1,7,2023,{9B05C560-2ED3-4163-AEE5-8AF1D56ADD54},,,,
1650,06111000303,Ventura,Unincorporated,5403,0,1,1,0,0,1,1,1,1,5,2023,{8DC80C42-A4AC-4E4A-8F36-62009FFE1823},,,,
1651,06037553000,Los Angeles,Norwalk,5145,0,1,1,0,0,0,1,1,1,4,2023,{F2C90966-2D03-4D21-ACA2-9241FBBF4FBD},,,,
1652,06037601502,Los Angeles,Unincorporated,3936,1,1,1,1,1,1,1,1,1,7,2023,{762DA75B-EE76-4BC1-A7E3-F10C3B39C9F3},,,,
1653,06037601600,Los Angeles,Unincorporated,3985,1,1,0,0,1,0,1,1,0,3,2023,{816B9575-09D4-48F1-A591-A5CF96F497D9},,,,
1654,06025011500,Imperial,El Centro,6259,1,1,1,1,1,1,1,1,1,7,2023,{D0445BDB-42BA-4D98-8122-C6FD6C8368E0},,,,
1655,06037602002,Los Angeles,Hawthorne,3214,1,1,1,1,1,1,1,1,1,7,2023,{40319DAD-7741-4190-8923-A0DDA3F29E11},,,,
1656,06037602003,Los Angeles,Inglewood,4309,1,1,1,0,1,1,1,1,1,6,2023,{069A2CE8-0DD0-4F96-8CF0-5CD53253E6F8},,,,
1657,06037602103,Los Angeles,Hawthorne,5408,1,1,1,0,1,0,1,1,1,5,2023,{D4344AB2-30EA-49ED-896A-A39A513DB929},,,,
1658,06037602104,Los Angeles,Hawthorne,6051,1,1,1,0,0,0,1,1,1,4,2023,{1097DB22-99F0-4C5A-9210-13BCFC8A7000},,,,
1659,06037530801,Los Angeles,Unincorporated,5704,1,1,1,0,1,1,0,1,1,5,2023,{3DDC7AA6-3A93-494F-955A-4B6BBDB284CC},,,,
1660,06037530802,Los Angeles,Unincorporated,3054,1,1,1,0,1,0,1,1,1,5,2023,{3C6F2C06-9A49-4A2B-BEBA-D0A2925569E5},,,,
1661,06037530901,Los Angeles,Unincorporated,4020,1,1,1,0,1,0,1,1,1,5,2023,{AAFA7984-D8D7-4D98-81C8-D729A7E71083},,,,
1662,06037531000,Los Angeles,Unincorporated,5233,1,1,1,0,1,0,1,1,0,4,2023,{3ECD2AD0-1922-4C7F-A259-39461A6AE316},,,,
1663,06037531102,Los Angeles,Unincorporated,2777,1,1,1,1,1,0,0,1,1,5,2023,{64F1EE4F-C266-4FE5-9FD1-E58693289AA7},,,,
1664,06037531201,Los Angeles,Unincorporated,4317,1,1,1,1,1,1,1,1,1,7,2023,{9A44E548-1867-4443-8588-42E8FCD32F10},,,,
1665,06037531301,Los Angeles,Unincorporated,5474,1,1,1,1,1,0,1,1,1,6,2023,{A5839068-80FC-4736-BCE7-B7C7688D4B02},,,,
1666,06037531302,Los Angeles,Unincorporated,5734,1,1,1,1,1,0,1,1,1,6,2023,{83E6BBA8-B3B0-40DE-B6BC-F6F553774E30},,,,
1667,06037541401,Los Angeles,Unincorporated,3594,1,1,1,0,1,1,1,1,1,6,2023,{EF192AC8-4CDF-4A92-969C-2B87425674AD},,,,
1668,06037402503,Los Angeles,Pomona,4427,1,1,1,0,0,1,0,1,1,4,2023,{FDB43C97-DBD6-4479-930F-2BCDE0D37F55},,,,
1669,06037433506,Los Angeles,South El Monte,3989,1,1,1,1,1,0,1,1,0,5,2023,{40CFFCA0-704D-49F4-88B3-0A9BEC3FBB57},,,,
1670,06037209202,Los Angeles,Los Angeles,1621,1,1,1,1,0,0,1,1,1,5,2023,{7C21461C-EA5C-4C20-98E6-F4DB96363E98},,,,
1671,06037980017,Los Angeles,Unincorporated,1075,1,0,1,1,0,0,0,0,1,3,2023,{894B7953-B40A-4407-A1ED-32DB32C9491B},,,,
1672,06037602801,Los Angeles,Unincorporated,4314,1,1,1,1,1,0,1,1,1,6,2023,{820B7CA0-6D3B-4C4E-BBF5-BB08C2644329},,,,
1673,06037551204,Los Angeles,Downey,3387,0,1,1,1,0,1,1,1,1,6,2023,{FB76A94F-63CB-4D59-8DAA-4C2C093CC695},,,,
1674,06037536201,Los Angeles,South Gate,3308,0,1,1,1,0,0,1,1,1,5,2023,{0F4CDFE2-1A4A-4AEA-A01A-3399CE7C032D},,,,
1675,06037542105,Los Angeles,Compton,5192,1,1,1,0,0,1,1,1,1,5,2023,{59DB1175-CEC1-4599-8C5C-4B03EBE6560B},,,,
1676,06037543000,Los Angeles,Compton,4542,1,1,1,1,0,0,1,1,1,5,2023,{06454B07-46DF-4D8C-9C46-D0A057F39BCB},,,,
1677,06037541200,Los Angeles,Compton,6330,0,1,1,1,0,1,1,0,1,5,2023,{680A2E94-6FED-4042-B355-BBC839C5F6FF},,,,
1678,06037503103,Los Angeles,Unincorporated,5320,1,1,1,0,0,0,1,0,0,2,2023,{724193F1-7735-4CEA-AC9B-A50F316A7ED8},,,,
1679,06037540800,Los Angeles,Unincorporated,5364,0,1,1,1,0,0,1,1,1,5,2023,{BC625660-ADD1-4BA6-98D9-A02DC97C20DC},,,,
1680,06037602106,Los Angeles,Hawthorne,6228,1,1,1,0,0,0,0,0,0,1,2023,{6583DC61-9E6F-46C3-8555-A3481FC01D46},,,,
1681,06037602105,Los Angeles,Hawthorne,3738,1,1,1,0,0,0,1,1,0,3,2023,{C270150B-3F5D-453B-987F-E420B9A6CAB7},,,,
1682,06037601700,Los Angeles,Unincorporated,5106,1,1,1,0,1,0,1,1,1,5,2023,{49880001-09A5-4F47-98B5-92532DAC272C},,,,
1683,06037542106,Los Angeles,Compton,2762,1,1,1,1,1,1,1,1,1,7,2023,{6A27F4FF-4C48-4B11-8BC1-D78F18000A8B},,,,
1684,06037601801,Los Angeles,Inglewood,2847,1,1,1,0,1,0,1,1,1,5,2023,{EA10D0BE-A4F1-4017-88C6-1C675CB3DF34},,,,
1685,06037601402,Los Angeles,Inglewood,4719,1,1,1,0,1,0,1,1,1,5,2023,{62938E60-33E0-4909-AE6E-45D225E157A3},,,,
1686,06065045217,Riverside,Indio,7098,1,1,0,0,1,0,1,1,0,3,2023,{8B7DDE19-0614-4F0F-909F-4BF5E574DCBF},,,,
1687,06065046700,Riverside,Unincorporated,4483,1,1,1,1,1,1,1,1,0,6,2023,{19A748F7-9231-4F7B-BBB3-7D64CBA36C6A},,,,
1688,06037501900,Los Angeles,Whittier,4389,1,1,1,0,0,0,1,0,0,2,2023,{6A8D8AC9-01BC-4957-93BA-9143BD8552D2},,,,
1689,06037504200,Los Angeles,Santa Fe Springs,7512,1,1,1,0,0,1,1,1,0,4,2023,{DA75C8BD-993E-49C7-9C1C-2F080204F0A7},,,,
1690,06037601802,Los Angeles,Unincorporated,3884,1,1,1,0,1,0,0,1,1,4,2023,{F5E3FD88-F7DA-43F1-988C-914B0A6DF8BA},,,,
1691,06037601202,Los Angeles,Inglewood,4107,0,1,0,1,1,0,1,1,1,5,2023,{79DB2F65-F437-41C7-9A21-AB2C173E79C4},,,,
1692,06037408626,Los Angeles,Unincorporated,3854,0,1,1,1,1,0,1,0,0,4,2023,{9D150985-B4F7-44D5-A368-1CF430A527DE},,,,
1693,06037408141,Los Angeles,Unincorporated,4685,0,1,1,0,1,0,0,1,1,4,2023,{97D3063E-310C-4AA5-BEF7-389721245821},,,,
1694,06037530302,Los Angeles,Unincorporated,6412,1,1,1,0,1,1,1,1,0,5,2023,{4801559D-D8D1-4447-988A-AF631ABD41DD},,,,
1695,06037530301,Los Angeles,Unincorporated,2125,1,1,1,1,1,0,1,1,1,6,2023,{DE851D46-5C85-4C12-A4C0-DF74BDB4E12A},,,,
1696,06037409000,Los Angeles,Pomona,7440,1,1,0,0,0,0,0,1,1,2,2023,{5877F82D-E202-4982-BA0C-260265FA0975},,,,
1697,06037408301,Los Angeles,Unincorporated,5909,1,1,0,0,1,0,0,1,0,2,2023,{0121978F-2536-4957-8C67-C697EA5573B7},,,,
1698,06059110202,Orange,Buena Park,7954,1,1,1,1,1,1,1,1,0,6,2023,{47BB4A86-4424-4E4F-9943-A1D2C2945201},,,,
1699,06065046402,Riverside,Lake Elsinore,5757,1,0,1,1,0,1,1,1,0,5,2023,{AF715ADE-5DAD-4EAD-BD43-1F5DA70B949D},,,,
1700,06065040201,Riverside,Jurupa Valley,7158,0,1,1,0,0,1,1,1,1,5,2023,{37FA8F04-46EF-4272-BEFD-44DBB393DE37},,,,
1701,06065044300,Riverside,Banning,5138,1,1,0,1,0,0,1,1,1,4,2023,{2F17730B-AC80-4A38-91EA-52F9FD1C24D0},,,,
1702,06065042209,Riverside,Riverside,5033,1,1,1,1,1,1,1,0,1,6,2023,{E75F2A2C-97DE-4C6C-A248-05721B775E62},,,,
1703,06065040606,Riverside,Jurupa Valley,3787,1,1,1,0,1,1,1,1,0,5,2023,{75EFAF33-3406-45DF-B7BB-B0E931E47FC2},,,,
1704,06065031701,Riverside,Riverside,3086,1,1,1,1,1,1,1,1,1,7,2023,{C235C5DC-A8DB-4100-8A88-16ADA4F03046},,,,
1705,06059110402,Orange,Buena Park,5815,1,1,1,0,1,0,1,1,1,5,2023,{4B9864C2-8AE6-498F-87AC-AFB148FEAAE3},,,,
1706,06065043001,Riverside,Lake Elsinore,10670,1,1,1,0,0,1,1,1,1,5,2023,{10C304AB-D028-4A54-8494-66F913E43A0A},,,,
1707,06065042509,Riverside,Moreno Valley,3124,1,1,1,0,1,1,1,1,1,6,2023,{C081E5F4-9D02-4E74-ACDE-1C40C24B4AC0},,,,
1708,06065041003,Riverside,Riverside,2602,1,1,1,0,0,1,1,1,1,5,2023,{D2985929-A77A-4480-8FE1-061715C73A0F},,,,
1709,06065041004,Riverside,Riverside,3961,1,1,1,1,1,0,1,1,0,5,2023,{9A057336-D37E-43C2-ADA5-9B1F098CFB9E},,,,
1710,06065042009,Riverside,Unincorporated,7865,1,1,1,0,0,1,1,1,0,4,2023,{12D0BAAD-604C-4A86-924C-3589079D7277},,,,
1711,06065040502,Riverside,Jurupa Valley,6953,1,1,1,0,1,1,0,1,1,5,2023,{78D9A24D-B5B6-467A-9833-5F11FCCDA541},,,,
1712,06059075405,Orange,Santa Ana,3050,1,1,1,0,0,1,1,0,1,4,2023,{8AF240B8-6F1C-4937-A5C9-18A410907DE6},,,,
1713,06059075505,Orange,Tustin,3292,1,0,1,1,1,0,0,0,0,3,2023,{79EE088A-110B-4237-90CB-9F1E72EAF7DF},,,,
1714,06059075506,Orange,Tustin,3381,0,1,1,1,1,0,1,0,0,4,2023,{7D44BD9A-BDF7-4A5F-8333-E067FD65619A},,,,
1715,06059075507,Orange,Tustin,5154,1,1,1,0,0,0,1,0,1,3,2023,{5A1FE7A0-38FD-4987-A03E-CE915AC4136B},,,,
1716,06059075513,Orange,Tustin,5083,0,1,1,0,0,1,1,1,1,5,2023,{9A903691-142E-421D-A2C4-D8B2C788F6DA},,,,
1717,06059075514,Orange,Tustin,3975,1,1,1,0,1,0,1,1,1,5,2023,{F4956F12-F6EC-4CA6-A2D3-E0354C7D2E12},,,,
1718,06059087704,Orange,Anaheim,5233,1,1,0,0,1,1,1,1,0,4,2023,{77F97D70-ADF2-4276-8B5B-0F731725D6CC},,,,
1719,06065043319,Riverside,Unincorporated,5191,0,1,1,1,0,1,1,1,0,5,2023,{C04599C7-503D-4014-B483-A75D259D7817},,,,
1720,06065042802,Riverside,Perris,5636,1,1,1,0,1,1,0,1,1,5,2023,{8D013908-A5FF-411C-92ED-18CC1B5284BB},,,,
1721,06065042747,Riverside,Perris,4459,1,1,1,0,1,1,1,1,1,6,2023,{7DF30A0B-78DD-4A76-B53C-7EF4E1E57EE6},,,,
1722,06065043318,Riverside,Hemet,5525,1,1,1,0,0,1,1,1,0,4,2023,{66F8D575-039B-45EA-AEAC-3896058BE709},,,,
1723,06065042801,Riverside,Perris,4782,1,1,1,0,1,1,1,1,1,6,2023,{A9C03A87-EEE8-4FD1-9F51-0AEFB4739BED},,,,
1724,06065043520,Riverside,Hemet,2290,1,0,1,1,1,0,1,0,0,4,2023,{84A1E2AF-E289-4D00-9BFF-A4CEF8F3F8CF},,,,
1725,06065042628,Riverside,Perris,5089,1,1,1,0,1,1,0,1,1,5,2023,{4237E31A-926B-48DF-9EDC-270AEF8B4DAF},,,,
1726,06065042746,Riverside,Perris,4101,1,1,1,0,1,1,1,1,1,6,2023,{F9BD2971-7259-4E67-A623-FBBE58B457B0},,,,
1727,06065042626,Riverside,Unincorporated,8293,1,1,1,0,0,1,1,1,0,4,2023,{A664ED9B-1E9C-4A75-982D-9A0EE964077C},,,,
1728,06065042627,Riverside,Perris,4746,0,1,0,0,1,1,1,1,1,5,2023,{0B198279-8F20-429E-9BC0-EC6FD348451A},,,,
1729,06065041602,Riverside,Corona,4025,1,1,1,0,1,1,0,1,0,4,2023,{365F8E1E-CD73-4072-ACD6-57867EB46215},,,,
1730,06059087801,Orange,Stanton,4683,1,1,1,1,1,1,1,1,1,7,2023,{D35FABAD-BA5E-440B-AC01-6476492DAE15},,,,
1731,06059099202,Orange,Santa Ana,7242,1,1,0,1,1,0,1,1,0,4,2023,{98A2E82A-E46C-4F03-91D2-D39AC78F5E1D},,,,
1732,06059099203,Orange,Santa Ana,5386,1,1,0,1,1,0,1,1,0,4,2023,{2183B532-9D74-48AE-BB15-D2881AA22481},,,,
1733,06037134710,Los Angeles,Los Angeles,5441,1,1,1,0,1,0,1,1,1,5,2023,{E303B6C9-0427-4C11-BFFE-EF5554EAFD53},,,,
1734,06059099510,Orange,Seal Beach,4467,1,0,1,1,1,0,1,1,0,5,2023,{2672F931-8553-4002-9EF4-2E101D69DF49},,,,
1735,06059110301,Orange,Buena Park,7229,1,1,0,1,0,0,1,0,1,3,2023,{6A7AEEC2-7AF0-40C5-B03A-66E33AA4D0EE},,,,
1736,06059110500,Orange,Buena Park,8102,1,1,1,1,1,1,0,1,1,6,2023,{AB507BE6-A800-4400-9CA6-6F7B316B9CC2},,,,
1737,06059110603,Orange,Buena Park,7898,1,1,1,1,1,1,1,1,0,6,2023,{028D517C-BF70-4FF6-A12D-4147D299EC4E},,,,
1738,06059110604,Orange,Buena Park,9189,1,1,1,0,1,0,1,0,0,3,2023,{DC267A63-B7C3-4CBA-83D3-83421D7FA729},,,,
1739,06059001201,Orange,La Habra,5628,1,1,1,1,1,1,1,1,1,7,2023,{5BBFFC5E-A830-4A76-B35E-0A7F4AFB25B2},,,,
1740,06059076202,Orange,Orange,5905,1,1,1,1,0,1,1,1,1,6,2023,{9678DC4C-4701-4BDC-BC7D-0BFA63114DCD},,,,
1741,06059076204,Orange,Orange,3624,1,1,1,0,1,1,1,1,1,6,2023,{548B6A18-7AED-4E5A-BCEC-9EA399090FC6},,,,
1742,06059087803,Orange,Stanton,5970,1,1,1,0,1,0,1,1,1,5,2023,{9C4AB2F7-DE48-4CF1-8267-C2A062C8150A},,,,
1743,06059087805,Orange,Stanton,6577,1,1,1,1,1,1,1,1,1,7,2023,{D01991CF-F37D-4ABD-B8B9-A6858DEF44F1},,,,
1744,06059087806,Orange,Anaheim,6105,1,1,1,0,1,1,1,1,0,5,2023,{25AC8A7A-9E8A-4749-AF4C-3032EA734D79},,,,
1745,06059087802,Orange,Stanton,8332,1,1,1,1,1,0,1,1,1,6,2023,{EB066B0A-870F-46BE-AEA8-DBACCCF226C1},,,,
1746,06059099204,Orange,Westminster,5167,1,1,1,1,1,0,1,1,0,5,2023,{FF522006-FF58-4AC9-8C5B-517C43BB5530},,,,
1747,06037900602,Los Angeles,Lancaster,5447,1,1,1,1,0,1,1,1,1,6,2023,{64FBB049-70CD-45D3-81F6-50C753BB9C8A},,,,
1748,06059110607,Orange,Buena Park,4334,1,1,1,0,0,1,1,0,1,4,2023,{DCC08404-D988-4F3A-A84D-CCF290A28180},,,,
1749,06059074801,Orange,Santa Ana,5205,1,1,0,1,1,0,1,1,0,4,2023,{137BF0D0-DC6F-4AA9-8080-6A4C1D15C908},,,,
1750,06059110606,Orange,Buena Park,4256,1,1,1,0,1,1,1,1,1,6,2023,{D6922F0D-03EB-4B92-85B8-4BADD82B5CE0},,,,
1751,06059063605,Orange,Costa Mesa,5572,1,1,1,0,0,1,1,1,1,5,2023,{C8820BF3-9DC0-49D2-B130-16E4322B0068},,,,
1752,06059063701,Orange,Costa Mesa,6102,1,1,1,0,1,1,0,1,0,4,2023,{5F8A6833-3504-46D5-8421-88D0E5445134},,,,
1753,06059063702,Orange,Costa Mesa,6159,1,1,0,0,0,1,1,1,0,3,2023,{1352A6A5-26AD-4BAC-8DC2-F81C2382B922},,,,
1754,06111004400,Ventura,Port Hueneme,7840,1,1,1,0,1,1,1,1,1,6,2023,{188C2E92-F5BE-442A-B7BE-40C1BDEF7ED3},,,,
1755,06111001204,Ventura,Unincorporated,2782,1,1,1,0,0,0,1,1,1,4,2023,{8538FC9E-24CF-47DB-8C46-F73EADFDA95B},,,,
1756,06111007800,Ventura,Simi Valley,4345,1,1,1,0,1,1,1,0,1,5,2023,{59240842-7AE8-45E9-BACD-88957006FDD6},,,,
1757,06059088001,Orange,Garden Grove,4673,1,1,1,1,1,1,1,1,1,7,2023,{5AA65AF0-A925-47A8-A504-A4CC1265E0AE},,,,
1758,06059088002,Orange,Garden Grove,4270,1,1,0,1,1,1,1,1,1,6,2023,{A3DF5D72-99FC-41DC-B39C-B6319D130CAC},,,,
1759,06059099222,Orange,Westminster,5465,1,1,1,1,1,0,1,1,1,6,2023,{2CC2D223-271F-4FEB-BD1D-FC361123850D},,,,
1760,06059099601,Orange,Westminster,7510,1,1,1,0,1,0,1,1,1,5,2023,{08E4282A-5013-442B-9650-0C0D3846AFF0},,,,
1761,06059110303,Orange,Buena Park,5118,0,1,1,1,0,1,1,1,1,6,2023,{3BC9D944-460E-4415-992D-A5B3E79BE490},,,,
1762,06037900606,Los Angeles,Lancaster,4724,1,1,1,0,0,1,1,0,1,4,2023,{3F859F2C-3173-4157-825A-C8795C5E1FB0},,,,
1763,06059074300,Orange,Santa Ana,3837,1,1,1,0,1,1,1,1,1,6,2023,{401CF5AC-BF5A-49EA-B2C4-3D6359E52703},,,,
1764,06059074403,Orange,Santa Ana,5677,1,1,1,0,1,0,1,1,1,5,2023,{6CA168B9-35CA-4394-A91C-75D87BDDAE21},,,,
1765,06059086304,Orange,Anaheim,4256,1,1,0,0,1,0,1,1,0,3,2023,{536FD486-769F-4A2B-8B00-2B913A0A065A},,,,
1766,06059086305,Orange,Anaheim,4464,0,1,1,1,0,0,1,1,0,4,2023,{1DCF658A-43F1-4327-8EEE-0E199920B4F9},,,,
1767,06059086306,Orange,Anaheim,3959,0,1,1,1,1,1,1,1,1,7,2023,{7FB106A0-6694-4697-8074-000A28CE7B8E},,,,
1768,06059088101,Orange,Garden Grove,1999,1,1,1,0,0,1,1,1,1,5,2023,{B474E56A-D60F-4C80-8C4B-98FF2D4DF329},,,,
1769,06059088104,Orange,Stanton,4622,1,1,1,1,1,0,1,1,1,6,2023,{8FD8EB00-556D-4F7D-A34A-FD13B8FE409A},,,,
1770,06059088105,Orange,Garden Grove,4685,1,1,1,1,1,1,1,1,0,6,2023,{45F0F023-05F2-4C10-8FB2-BA5637CE17B0},,,,
1771,06059088106,Orange,Stanton,5244,1,1,0,0,1,0,1,1,0,3,2023,{77963843-750C-468E-8228-26B69D9D972A},,,,
1772,06059099223,Orange,Westminster,5538,1,1,1,1,1,0,1,1,1,6,2023,{B05B2DC0-9F09-4C10-825E-282FB99284AB},,,,
1773,06059099224,Orange,Fountain Valley,3190,1,1,1,1,1,0,1,0,0,4,2023,{6AE6AC41-8269-4B4F-BD62-1B530E827A93},,,,
1774,06059110104,Orange,Cypress,5983,1,1,1,1,1,1,1,0,0,5,2023,{B0A188E2-24E3-4083-8637-C787161B81F6},,,,
1775,06037701801,Los Angeles,Santa Monica,6944,1,0,1,1,0,0,0,0,1,3,2023,{FD7B30AE-02C9-4E4A-95F2-6BD1DEED4306},,,,
1776,06059086402,Orange,Anaheim,6515,1,1,1,0,0,1,1,1,1,5,2023,{F2CC1806-BB3C-4702-AF8A-EB34EB6F57C1},,,,
1777,06059086404,Orange,Anaheim,6574,1,1,1,0,1,1,1,1,0,5,2023,{22703F1C-21F7-4C53-8464-846FC6AF01EC},,,,
1778,06059086406,Orange,Anaheim,4347,1,1,1,0,1,1,1,1,0,5,2023,{B73F9EF1-8C6C-4186-97D7-F0689DDC8CC6},,,,
1779,06059086407,Orange,Anaheim,6701,1,1,1,1,0,1,1,1,1,6,2023,{C1F53023-8CA2-4E4F-BA67-F8C01A61B6E2},,,,
1780,06059086501,Orange,Anaheim,4130,1,1,1,1,0,0,1,1,1,5,2023,{C4489C98-1898-4FC9-AC96-16AD2C395BA6},,,,
1781,06059086502,Orange,Anaheim,6430,1,1,1,0,1,1,1,1,0,5,2023,{F1E37E07-0F18-4065-A722-9F1FE79238B2},,,,
1782,06059088107,Orange,Garden Grove,6175,1,1,0,1,1,1,1,1,1,6,2023,{4E8399F6-BC38-470E-BA50-7C3FA5821D56},,,,
1783,06059088201,Orange,Garden Grove,3799,1,1,1,1,1,0,1,1,1,6,2023,{13117114-F778-49F0-ABB8-EA025BF7EE4B},,,,
1784,06059088202,Orange,Garden Grove,3631,0,1,0,1,1,1,1,1,1,6,2023,{2896B43A-008C-4636-AD3E-9DE41869D139},,,,
1785,06059088203,Orange,Garden Grove,5207,1,1,1,1,1,1,1,1,0,6,2023,{EACFD56E-29A5-467E-BFF3-3EDDD129175C},,,,
1786,06059088301,Orange,Garden Grove,5797,1,1,1,1,1,1,0,1,1,6,2023,{BABBAFC0-7AF4-4C6B-A612-6170F48317C1},,,,
1787,06037402304,Los Angeles,Pomona,4435,1,1,1,1,1,1,0,1,1,6,2023,{0EA59657-1574-4C7D-BF16-C806A11B85D7},,,,
1788,06037208301,Los Angeles,Los Angeles,2068,1,1,1,0,1,0,0,1,0,3,2023,{E3942B07-0709-4285-A8C0-95B2D5F56B5C},,,,
1789,06037219901,Los Angeles,Los Angeles,4693,1,1,1,0,0,0,1,1,1,4,2023,{88DB540B-C472-4B55-95AA-A7EC3EFA6837},,,,
1790,06059099226,Orange,Fountain Valley,3777,1,1,1,1,1,0,0,1,0,4,2023,{1E1A0DB5-F87E-4F62-9E9F-C943AADBB1CD},,,,
1791,06037551401,Los Angeles,Downey,4223,1,1,1,0,0,0,1,0,1,3,2023,{2D5EF66C-24E9-416C-9123-7C58FB29A507},,,,
1792,06059099701,Orange,Westminster,6550,1,1,1,1,1,0,1,1,1,6,2023,{319EF2EA-776C-41EE-B275-F814193F50DE},,,,
1793,06059074803,Orange,Santa Ana,8836,1,1,1,0,1,0,1,1,0,4,2023,{C3F2FCFC-9CC7-4A55-B021-F5F9D02E2D1D},,,,
1794,06059086601,Orange,Anaheim,9054,1,1,1,0,1,0,1,1,1,5,2023,{A1503BE5-B4E6-4DFA-90DE-30B9831E6E06},,,,
1795,06059086701,Orange,Anaheim,8720,1,1,1,1,1,1,1,1,0,6,2023,{14409B56-64E8-4456-97C8-3DD651E055C9},,,,
1796,06059086702,Orange,Anaheim,7831,1,1,1,1,1,1,1,1,1,7,2023,{63A96DE4-9D07-47B1-A57B-CDFA6B0716E2},,,,
1797,06059086801,Orange,Anaheim,3539,1,1,0,1,0,1,1,1,0,4,2023,{68077059-A754-419E-9D4F-CA4F261A89E8},,,,
1798,06059086602,Orange,Anaheim,6404,1,1,1,0,1,0,1,1,1,5,2023,{7B9B26E7-CD96-4A86-AE49-DF5B2FF3A664},,,,
1799,06059088302,Orange,Garden Grove,6287,1,1,0,1,1,1,0,1,0,4,2023,{4D7FEBCD-D983-4755-BFD4-915E6169CBCB},,,,
1800,06059088402,Orange,Garden Grove,4341,1,1,0,1,1,0,1,1,0,4,2023,{5D7FAF89-0F3D-4D14-B3E7-BDD062E3BDAC},,,,
1801,06059088403,Orange,Garden Grove,6363,1,1,1,0,1,0,1,1,0,4,2023,{BD1B66A1-BF9C-4226-B3B9-8719AC50DABF},,,,
1802,06059088501,Orange,Garden Grove,7366,1,1,1,0,1,0,0,1,1,4,2023,{6C01B634-B116-4971-80B1-8CC8CA61B2B2},,,,
1803,06059088802,Orange,Garden Grove,5403,1,1,1,1,1,0,1,1,1,6,2023,{397110B2-6D88-48B8-A9A4-4F534E3B70DE},,,,
1804,06059088901,Orange,Garden Grove,6729,1,1,1,1,1,0,1,1,1,6,2023,{87695EE2-7332-415C-8D63-9B615C2D03EC},,,,
1805,06059099227,Orange,Fountain Valley,5910,1,1,1,0,1,0,1,1,1,5,2023,{745EBA0C-A2E3-4F6F-8091-780E75618E10},,,,
1806,06059099702,Orange,Westminster,8304,1,1,1,1,1,0,1,1,1,6,2023,{4DE3B8EF-09F5-4399-B1BB-F6B197A0D75F},,,,
1807,06059110108,Orange,Los Alamitos,2977,1,1,1,0,0,1,1,0,1,4,2023,{763672B6-5686-4468-8431-4714C885803E},,,,
1808,06059074405,Orange,Santa Ana,6905,1,1,1,0,1,0,1,1,1,5,2023,{98949186-6A9D-4723-9CF1-D7DBF043776A},,,,
